"subject" "activity" "domain" "signal_type" "signal_source" "parameter" "axis" "mean(value)"
"16" "walking_upstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.358604690784314
"16" "walking_upstairs" "time" "accelerometer" "body" "mean" "x" 0.166119385163725
"16" "walking_upstairs" "time" "accelerometer" "body" "mean" "y" 0.00150371941705882
"16" "walking_upstairs" "time" "accelerometer" "body" "mean" "z" -0.0430105792911765
"16" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.413931104901961
"16" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.459086485882353
"16" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.294679341166667
"16" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.361347477664706
"16" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.233990331568627
"16" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "x" 0.826874282745098
"16" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "y" -0.0805926025490196
"16" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "z" -0.379059698039216
"16" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.334795080196078
"16" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.948413552745098
"16" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.933657461176471
"16" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.907649558823529
"16" "walking_upstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.522982865098039
"16" "walking_upstairs" "time" "gyroscope" "body" "mean" "x" -0.0345337029030392
"16" "walking_upstairs" "time" "gyroscope" "body" "mean" "y" -0.0391174044132353
"16" "walking_upstairs" "time" "gyroscope" "body" "mean" "z" -0.0216045901362745
"16" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.65774143745098
"16" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.607675667647059
"16" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.68055098
"16" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.541063096019608
"17" "laying" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.970366822535211
"17" "laying" "fourier.transform" "accelerometer" "body" "mean" "x" -0.977915674647887
"17" "laying" "fourier.transform" "accelerometer" "body" "mean" "y" -0.965930245
"17" "laying" "fourier.transform" "accelerometer" "body" "mean" "z" -0.972893075352113
"17" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.964349881549296
"17" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.977825884859155
"17" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.96056776584507
"17" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.966985557676056
"17" "laying" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.975889985633803
"17" "laying" "fourier.transform" "gyroscope" "body" "mean" "x" -0.971949211126761
"17" "laying" "fourier.transform" "gyroscope" "body" "mean" "y" -0.973669098591549
"17" "laying" "fourier.transform" "gyroscope" "body" "mean" "z" -0.976164852112676
"17" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.971003638380282
"17" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.977203498309859
"17" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.970627806901408
"17" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.978357126056338
"17" "laying" "time" "accelerometer" "body" "mean" "magnitude" -0.967314519507042
"17" "laying" "time" "accelerometer" "body" "mean" "x" 0.173844530116901
"17" "laying" "time" "accelerometer" "body" "mean" "y" -0.00488876483443662
"17" "laying" "time" "accelerometer" "body" "mean" "z" -0.0535749111243662
"17" "laying" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.96419236943662
"17" "laying" "time" "accelerometer" "body" "std.deviation" "x" -0.977224792253521
"17" "laying" "time" "accelerometer" "body" "std.deviation" "y" -0.960876709014085
"17" "laying" "time" "accelerometer" "body" "std.deviation" "z" -0.968144850352113
"17" "laying" "time" "accelerometer" "gravity" "mean" "magnitude" -0.953021411126761
"17" "laying" "time" "accelerometer" "gravity" "mean" "x" -0.19913309
"17" "laying" "time" "accelerometer" "gravity" "mean" "y" 0.658792072253521
"17" "laying" "time" "accelerometer" "gravity" "mean" "z" 0.722657502112676
"17" "laying" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.948257993521127
"17" "laying" "time" "accelerometer" "gravity" "std.deviation" "x" -0.961063222394366
"17" "laying" "time" "accelerometer" "gravity" "std.deviation" "y" -0.961466681267606
"17" "laying" "time" "accelerometer" "gravity" "std.deviation" "z" -0.957164565211268
"17" "laying" "time" "gyroscope" "body" "mean" "magnitude" -0.973137766408451
"17" "laying" "time" "gyroscope" "body" "mean" "x" -0.0627627053345352
"17" "laying" "time" "gyroscope" "body" "mean" "y" -0.0653270668239437
"17" "laying" "time" "gyroscope" "body" "mean" "z" 0.0254738928380282
"17" "laying" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.970681809929577
"17" "laying" "time" "gyroscope" "body" "std.deviation" "x" -0.978342716971831
"17" "laying" "time" "gyroscope" "body" "std.deviation" "y" -0.977309966408451
"17" "laying" "time" "gyroscope" "body" "std.deviation" "z" -0.982211242323944
"17" "sitting" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.982527002734375
"17" "sitting" "fourier.transform" "accelerometer" "body" "mean" "x" -0.994256001328125
"17" "sitting" "fourier.transform" "accelerometer" "body" "mean" "y" -0.979127704453125
"17" "sitting" "fourier.transform" "accelerometer" "body" "mean" "z" -0.981834834921875
"17" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.977859653046875
"17" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.994635237890625
"17" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.974852476484375
"17" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.97686966078125
"17" "sitting" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.989286928359375
"17" "sitting" "fourier.transform" "gyroscope" "body" "mean" "x" -0.98841106765625
"17" "sitting" "fourier.transform" "gyroscope" "body" "mean" "y" -0.98879397953125
"17" "sitting" "fourier.transform" "gyroscope" "body" "mean" "z" -0.98161709828125
"17" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.984167688359375
"17" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.99004126046875
"17" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.984813098125
"17" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.9809696453125
"17" "sitting" "time" "accelerometer" "body" "mean" "magnitude" -0.98278103078125
"17" "sitting" "time" "accelerometer" "body" "mean" "x" 0.176214002929688
"17" "sitting" "time" "accelerometer" "body" "mean" "y" -0.00427328179640625
"17" "sitting" "time" "accelerometer" "body" "mean" "z" -0.0575892846235938
"17" "sitting" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.97825584515625
"17" "sitting" "time" "accelerometer" "body" "std.deviation" "x" -0.994392254140625
"17" "sitting" "time" "accelerometer" "body" "std.deviation" "y" -0.97524781609375
"17" "sitting" "time" "accelerometer" "body" "std.deviation" "z" -0.978129228828125
"17" "sitting" "time" "accelerometer" "gravity" "mean" "magnitude" -0.97274734640625
"17" "sitting" "time" "accelerometer" "gravity" "mean" "x" 0.94488374765625
"17" "sitting" "time" "accelerometer" "gravity" "mean" "y" -0.002814673171875
"17" "sitting" "time" "accelerometer" "gravity" "mean" "z" -0.135803881679687
"17" "sitting" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.96506519109375
"17" "sitting" "time" "accelerometer" "gravity" "std.deviation" "x" -0.99019661703125
"17" "sitting" "time" "accelerometer" "gravity" "std.deviation" "y" -0.9667201059375
"17" "sitting" "time" "accelerometer" "gravity" "std.deviation" "z" -0.9566106440625
"17" "sitting" "time" "gyroscope" "body" "mean" "magnitude" -0.9817562696875
"17" "sitting" "time" "gyroscope" "body" "mean" "x" -0.0683984279453125
"17" "sitting" "time" "gyroscope" "body" "mean" "y" -0.054019006530625
"17" "sitting" "time" "gyroscope" "body" "mean" "z" 0.0174575279578125
"17" "sitting" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.984928505234375
"17" "sitting" "time" "gyroscope" "body" "std.deviation" "x" -0.992447131484375
"17" "sitting" "time" "gyroscope" "body" "std.deviation" "y" -0.990555280859375
"17" "sitting" "time" "gyroscope" "body" "std.deviation" "z" -0.98677324171875
"17" "standing" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.985565273525641
"17" "standing" "fourier.transform" "accelerometer" "body" "mean" "x" -0.991528379807692
"17" "standing" "fourier.transform" "accelerometer" "body" "mean" "y" -0.980224455961539
"17" "standing" "fourier.transform" "accelerometer" "body" "mean" "z" -0.984897604423077
"17" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.982488463653846
"17" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.992046953012821
"17" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.977313836666667
"17" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.979224689294872
"17" "standing" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.988507535448718
"17" "standing" "fourier.transform" "gyroscope" "body" "mean" "x" -0.980696264102564
"17" "standing" "fourier.transform" "gyroscope" "body" "mean" "y" -0.987334041282051
"17" "standing" "fourier.transform" "gyroscope" "body" "mean" "z" -0.985954978205128
"17" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.984720361153846
"17" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.981791318076923
"17" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.983946584871795
"17" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.986725274871795
"17" "standing" "time" "accelerometer" "body" "mean" "magnitude" -0.9846893675
"17" "standing" "time" "accelerometer" "body" "mean" "x" 0.176014499448718
"17" "standing" "time" "accelerometer" "body" "mean" "y" -0.00541673594564103
"17" "standing" "time" "accelerometer" "body" "mean" "z" -0.0577340707533333
"17" "standing" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.982870279038462
"17" "standing" "time" "accelerometer" "body" "std.deviation" "x" -0.991628962692308
"17" "standing" "time" "accelerometer" "body" "std.deviation" "y" -0.977418961730769
"17" "standing" "time" "accelerometer" "body" "std.deviation" "z" -0.980839853269231
"17" "standing" "time" "accelerometer" "gravity" "mean" "magnitude" -0.977635981410256
"17" "standing" "time" "accelerometer" "gravity" "mean" "x" 0.904678547435897
"17" "standing" "time" "accelerometer" "gravity" "mean" "y" -0.257486817948718
"17" "standing" "time" "accelerometer" "gravity" "mean" "z" -0.202687757012821
"17" "standing" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.975377309871795
"17" "standing" "time" "accelerometer" "gravity" "std.deviation" "x" -0.985751365769231
"17" "standing" "time" "accelerometer" "gravity" "std.deviation" "y" -0.975810476025641
"17" "standing" "time" "accelerometer" "gravity" "std.deviation" "z" -0.969171762179487
"17" "standing" "time" "gyroscope" "body" "mean" "magnitude" -0.985928775128205
"17" "standing" "time" "gyroscope" "body" "mean" "x" -0.0641234311834615
"17" "standing" "time" "gyroscope" "body" "mean" "y" -0.0587575440173077
"17" "standing" "time" "gyroscope" "body" "mean" "z" 0.0167115269230769
"17" "standing" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.985026477371795
"17" "standing" "time" "gyroscope" "body" "std.deviation" "x" -0.985315139615385
"17" "standing" "time" "gyroscope" "body" "std.deviation" "y" -0.989410536602564
"17" "standing" "time" "gyroscope" "body" "std.deviation" "z" -0.988932731410256
"17" "walking" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.382659467622951
"17" "walking" "fourier.transform" "accelerometer" "body" "mean" "x" -0.392218884754098
"17" "walking" "fourier.transform" "accelerometer" "body" "mean" "y" -0.129629741975164
"17" "walking" "fourier.transform" "accelerometer" "body" "mean" "z" -0.453129929016393
"17" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.388197183942623
"17" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.324336201557377
"17" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.0513258654262295
"17" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.403132295573771
"17" "walking" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.550664959180328
"17" "walking" "fourier.transform" "gyroscope" "body" "mean" "x" -0.40771670852459
"17" "walking" "fourier.transform" "gyroscope" "body" "mean" "y" -0.490166286557377
"17" "walking" "fourier.transform" "gyroscope" "body" "mean" "z" -0.398809217540984
"17" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.567852778442623
"17" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.504849290819672
"17" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.439238787704918
"17" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.438768699508197
"17" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.226122378442623
"17" "walking" "time" "accelerometer" "body" "mean" "x" 0.17483035662459
"17" "walking" "time" "accelerometer" "body" "mean" "y" -0.00273884274893443
"17" "walking" "time" "accelerometer" "body" "mean" "z" -0.0427083942942623
"17" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.368755326557377
"17" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.337496404180328
"17" "walking" "time" "accelerometer" "body" "std.deviation" "y" -0.0555591459771311
"17" "walking" "time" "accelerometer" "body" "std.deviation" "z" -0.400063900409836
"17" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.151151487704918
"17" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.92811236852459
"17" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.179927382704918
"17" "walking" "time" "accelerometer" "gravity" "mean" "z" -0.190265949622951
"17" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.461837866885246
"17" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.980983351639344
"17" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.968613202622951
"17" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.956903248196721
"17" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.426088638770492
"17" "walking" "time" "gyroscope" "body" "mean" "x" -0.0595909465598361
"17" "walking" "time" "gyroscope" "body" "mean" "y" -0.0609512336196721
"17" "walking" "time" "gyroscope" "body" "mean" "z" 0.012166274497541
"17" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.531101627540984
"17" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.45555483057377
"17" "walking" "time" "gyroscope" "body" "std.deviation" "y" -0.50756819647541
"17" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.455233661393443
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.0653061737804348
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.118857983089457
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.240770459456522
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.408375159271739
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.149213096330435
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" 0.0935324865173913
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.192491940391304
"17" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.40922862636413
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.493393819130435
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.316412962967391
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.451126869347826
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.403380386086957
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.536133945869565
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.393194731747826
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.469390428043478
"17" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.540949520217391
"17" "walking_downstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.0363402953243478
"17" "walking_downstairs" "time" "accelerometer" "body" "mean" "x" 0.206084570633696
"17" "walking_downstairs" "time" "accelerometer" "body" "mean" "y" -0.0140592791278261
"17" "walking_downstairs" "time" "accelerometer" "body" "mean" "z" -0.0493208276496739
"17" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.0575845040717391
"17" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "x" 0.0421416444282609
"17" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.182426368956196
"17" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.383697863633696
"17" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "magnitude" 0.148951103536087
"17" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "x" 0.928817578043478
"17" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "y" -0.151077057652174
"17" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "z" -0.160962985956522
"17" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" 0.0914076757326087
"17" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.950026242173913
"17" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.946576675652174
"17" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.901097766521739
"17" "walking_downstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.386483775566848
"17" "walking_downstairs" "time" "gyroscope" "body" "mean" "x" -0.0199985947163044
"17" "walking_downstairs" "time" "gyroscope" "body" "mean" "y" -0.0808437163361957
"17" "walking_downstairs" "time" "gyroscope" "body" "mean" "z" -0.0209820050432609
"17" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.472503385978261
"17" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.448619347054348
"17" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.515713361847826
"17" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.505616815434783
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.255302748208333
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.250012223547917
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.247285832175
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.516470601239583
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.327388139260417
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.161378577788542
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.195196218595833
"17" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.442570740666667
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.586537860208333
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.416223018291667
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.521435415208333
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.324273713333333
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.610300161145833
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.5244683916875
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.481154119791667
"17" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.2778914704375
"17" "walking_upstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.185020062804167
"17" "walking_upstairs" "time" "accelerometer" "body" "mean" "x" 0.164704592813542
"17" "walking_upstairs" "time" "accelerometer" "body" "mean" "y" 0.00398554498145833
"17" "walking_upstairs" "time" "accelerometer" "body" "mean" "z" -0.0568475518197917
"17" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.246895090402083
"17" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.177809290591979
"17" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.181481987334375
"17" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.443825895140625
"17" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.0128062276916667
"17" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "x" 0.853530565833333
"17" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "y" -0.284153753333333
"17" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "z" -0.298171464166667
"17" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.1028777303875
"17" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.949460372291667
"17" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.91597346625
"17" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.930159843541667
"17" "walking_upstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.436279369858333
"17" "walking_upstairs" "time" "gyroscope" "body" "mean" "x" -0.0865402274
"17" "walking_upstairs" "time" "gyroscope" "body" "mean" "y" -0.0481476134939375
"17" "walking_upstairs" "time" "gyroscope" "body" "mean" "z" 0.01687246358
"17" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.5615744444375
"17" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.551303538552083
"17" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.584883486458333
"17" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.422494276503125
"18" "laying" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.987668415153846
"18" "laying" "fourier.transform" "accelerometer" "body" "mean" "x" -0.985792340769231
"18" "laying" "fourier.transform" "accelerometer" "body" "mean" "y" -0.985387604923077
"18" "laying" "fourier.transform" "accelerometer" "body" "mean" "z" -0.988861886076923
"18" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.988679570615385
"18" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.985481552076923
"18" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.986478576
"18" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.988984778615385
"18" "laying" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.988115049846154
"18" "laying" "fourier.transform" "gyroscope" "body" "mean" "x" -0.992436927692308
"18" "laying" "fourier.transform" "gyroscope" "body" "mean" "y" -0.985611171384615
"18" "laying" "fourier.transform" "gyroscope" "body" "mean" "z" -0.984999291538462
"18" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.987103401692308
"18" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.993019371692308
"18" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.983457774923077
"18" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.986483048153846
"18" "laying" "time" "accelerometer" "body" "mean" "magnitude" -0.987388890769231
"18" "laying" "time" "accelerometer" "body" "mean" "x" 0.174845039
"18" "laying" "time" "accelerometer" "body" "mean" "y" -0.00284593616
"18" "laying" "time" "accelerometer" "body" "mean" "z" -0.054456188021
"18" "laying" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.987995410076923
"18" "laying" "time" "accelerometer" "body" "std.deviation" "x" -0.985224360153846
"18" "laying" "time" "accelerometer" "body" "std.deviation" "y" -0.985857630153846
"18" "laying" "time" "accelerometer" "body" "std.deviation" "z" -0.989159454230769
"18" "laying" "time" "accelerometer" "gravity" "mean" "magnitude" -0.986456241538462
"18" "laying" "time" "accelerometer" "gravity" "mean" "x" -0.220600509076923
"18" "laying" "time" "accelerometer" "gravity" "mean" "y" 0.719755403692308
"18" "laying" "time" "accelerometer" "gravity" "mean" "z" 0.605495317692308
"18" "laying" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.986464542615385
"18" "laying" "time" "accelerometer" "gravity" "std.deviation" "x" -0.982715987538462
"18" "laying" "time" "accelerometer" "gravity" "std.deviation" "y" -0.994093522615385
"18" "laying" "time" "accelerometer" "gravity" "std.deviation" "z" -0.990957249538462
"18" "laying" "time" "gyroscope" "body" "mean" "magnitude" -0.986917984692308
"18" "laying" "time" "gyroscope" "body" "mean" "x" -0.0624458021553846
"18" "laying" "time" "gyroscope" "body" "mean" "y" -0.061551375
"18" "laying" "time" "gyroscope" "body" "mean" "z" 0.0172322980769231
"18" "laying" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.986356965923077
"18" "laying" "time" "gyroscope" "body" "std.deviation" "x" -0.994488519692308
"18" "laying" "time" "gyroscope" "body" "std.deviation" "y" -0.987375255846154
"18" "laying" "time" "gyroscope" "body" "std.deviation" "z" -0.988828244076923
"18" "sitting" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.987594271578947
"18" "sitting" "fourier.transform" "accelerometer" "body" "mean" "x" -0.992534815
"18" "sitting" "fourier.transform" "accelerometer" "body" "mean" "y" -0.980090460964912
"18" "sitting" "fourier.transform" "accelerometer" "body" "mean" "z" -0.985843056491228
"18" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.986635224736842
"18" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.993472813245614
"18" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.980337406491228
"18" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.982931898859649
"18" "sitting" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.990671714824561
"18" "sitting" "fourier.transform" "gyroscope" "body" "mean" "x" -0.989961500350877
"18" "sitting" "fourier.transform" "gyroscope" "body" "mean" "y" -0.988702701403509
"18" "sitting" "fourier.transform" "gyroscope" "body" "mean" "z" -0.983027386491228
"18" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.988110127280702
"18" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.992575399473684
"18" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.985710087894737
"18" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.98279727631579
"18" "sitting" "time" "accelerometer" "body" "mean" "magnitude" -0.986771863157895
"18" "sitting" "time" "accelerometer" "body" "mean" "x" 0.176946453885965
"18" "sitting" "time" "accelerometer" "body" "mean" "y" -0.00296176253938596
"18" "sitting" "time" "accelerometer" "body" "mean" "z" -0.0545586027019895
"18" "sitting" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.986377318245614
"18" "sitting" "time" "accelerometer" "body" "std.deviation" "x" -0.992986325350877
"18" "sitting" "time" "accelerometer" "body" "std.deviation" "y" -0.979465424035088
"18" "sitting" "time" "accelerometer" "body" "std.deviation" "z" -0.983862919385965
